# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles:P'
# Event count (approx.): 17129595225
#
# Overhead  Command       Shared Object     Symbol                                                                                                                          IPC   [IPC Coverage]
# ........  ............  ................  ..............................................................................................................................  ....................
#
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85480b7e                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eff157                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022446                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe33d                                                                                                          -      -            
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000976                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850c9ac8                                                                                                          -      -            
     0.05%  frankenredis  [vdso]            [.] 0x0000000000000948                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860317f7                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0563                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85459907                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8601149b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0f923ed                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84c0012b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8502171f                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe332                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff851a298a                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0816115                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8550077c                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86027297                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a54f                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854aff23                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85f0cc97                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86026096                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb845                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500811                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500e48                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0816f46                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86022536                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2abb                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a0567                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a055a                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850cd87a                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8546fc25                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124a3c                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff860239da                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a3dd                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603fc79                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85500e4b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85f606e5                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8519f584                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86232e82                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff854ffa95                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffffc0fde437                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023d7b                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff84f8c9d1                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85124af4                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff855005f1                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8508755c                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff854ffb5c                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23441                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85124d1e                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8519f3f9                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84f24d8f                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8603c843                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2b6f                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603d187                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850b8f20                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85452366                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff84c00002                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86231204                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a298a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86020381                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd73b6                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8572a609                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fba736                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f620                                                                                                          -      -            
     0.05%  frankenredis  libc.so.6         [.] __syscall_cancel_arch_start                                                                                                 -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8621f968                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86011279                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851a2a27                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff851965f2                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8602f461                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8507e72a                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff862206af                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fddc8b                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0ffd776                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8623b8a6                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8623a4d0                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff85eeb89a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff850bfdaa                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8605997c                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85729268                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8603a3d0                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff856a2086                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84c001c4                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85f028dd                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffffc0fbe409                                                                                                          -      -            
     0.05%  fr-writer-0   frankenredis      [.] <std::sync::mpmc::waker::SyncWaker>::notify                                                                                 -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86023681                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff860274d0                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff86220569                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff850c9eb7                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86220555                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85162a06                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff86209822                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8623a4cd                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85ef183b                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8508129a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff854ffa96                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85021ae2                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85eef8ec                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85124af8                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86239c3b                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff8602253a                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff8546fb9b                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff854fe52d                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff85079168                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff858416a7                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff86239b8f                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8508e84a                                                                                                          -      -            
     0.05%  frankenredis  [unknown]         [k] 0xffffffff84f23440                                                                                                          -      -            
     0.05%  fr-writer-1   [unknown]         [k] 0xffffffff8508a44d                                                                                                          -      -            
     0.05%  fr-writer-0   [unknown]         [k] 0xffffffff85eef90b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850b6b8a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85131a81                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85ffba3c                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603d39a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603d811                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0816f67                                                                                                          -      -            
     0.04%  frankenredis  libc.so.6         [.] __libc_recv                                                                                                                 -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8546fd6a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850b8f25                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85efbc79                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85eefa9a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850b8f26                                                                                                          -      -            
     0.04%  fr-writer-0   frankenredis      [.] <mio::sys::unix::waker::Waker>::wake                                                                                        -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8513745c                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff850791d6                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff862252e9                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602c5b5                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8550080d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85079298                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd771f                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8569f862                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8623a3b0                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8603d2ac                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff853ec34e                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8507e5d7                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603d478                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85f02a63                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8603d9fa                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860d1d16                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860733b6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86229b48                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602eb0b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8507e72a                                                                                                          -      -            
     0.04%  fr-writer-0   libc.so.6         [.] __GI___libc_write                                                                                                           -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850bfda0                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8583c209                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8546fb9e                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f053a5                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86034266                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8621b2b7                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8547fa8b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8547f2ae                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8603d39a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f2e2da                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff84f2335d                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602f203                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff84f88cfa                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8604c8b1                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff84f23441                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff850892e3                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85ef4076                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff851a220b                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86001824                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85086b39                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603da12                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8516293c                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0fd77c2                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850834f6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8603acf3                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86010f85                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602cf65                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff86011c1d                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0fd6e3a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85087bca                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92424                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8605972b                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff851a2278                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85137763                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85021adb                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff851629dc                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603d3b5                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0f926ca                                                                                                          -      -            
     0.04%  fr-writer-1   frankenredis      [.] <mio::sys::unix::waker::Waker>::wake                                                                                        -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff853f14e7                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8569f879                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff85f27690                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff853e9b98                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff84c01192                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85efbc14                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8602f79a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602f45d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0fb218a                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8513ae8a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86036f97                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85717a55                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8602f4c9                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff854aff33                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92490                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8603f684                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8510f1dd                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0feaf31                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff850a70c5                                                                                                          -      -            
     0.04%  fr-writer-1   libc.so.6         [.] __syscall_cancel_arch_end                                                                                                   -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff851374f0                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff86229b48                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffffc0f92249                                                                                                          -      -            
     0.04%  frankenredis  [unknown]         [k] 0xffffffff8548f9b6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff8512413d                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85f2711e                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffffc0816154                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff860d1d16                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85717a56                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860368c0                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff8603ad7a                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860347c6                                                                                                          -      -            
     0.04%  fr-writer-0   [unknown]         [k] 0xffffffff860118cf                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff860347c0                                                                                                          -      -            
     0.04%  fr-writer-1   [unknown]         [k] 0xffffffff85f2f049                                                                                                          -      -            
     0.03%  fr-writer-1   frankenredis      [.] <std::sync::mpmc::array::Channel<frankenredis::WriterJob>>::recv::{closure#1}                                               -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff85456e4d                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff85131a40                                                                                                          -      -            
     0.03%  frankenredis  [unknown]         [k] 0xffffffff8519f2c0                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff8601190f                                                                                                          -      -            
     0.03%  fr-writer-0   [unknown]         [k] 0xffffffff85eff248                                                                                                          -      -            
     0.03%  frankenredis  [unknown]         [k] 0xffffffff854aff1b                                                                                                          -      -            
     0.03%  frankenredis  [unknown]         [k] 0xffffffff860259dc                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff84f9ce95                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff851a2b20                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff84f88cf0                                                                                                          -      -            
     0.03%  fr-writer-1   [unknown]         [k] 0xffffffff86002ff5                                                                                                          -      -            
     0.03%  frankenredis  [unknown]         [k] 0xffffffff8519f4a1                                                                                                          -      -            
